Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso;;Obesidade;;Obesidade Grave;;Total
NORDESTE;23;CE;230400;COREAU;27;2.69%;38;3.79%;649;64.77%;183;18.26%;89;8.88%;16;1.6%;1.002
NORDESTE;23;CE;230410;CRATEUS;18;1.01%;54;3.02%;1.248;69.72%;309;17.26%;132;7.37%;29;1.62%;1.790
NORDESTE;23;CE;230420;CRATO;81;1.23%;238;3.62%;4.347;66.05%;1.218;18.51%;586;8.9%;111;1.69%;6.581
NORDESTE;23;CE;230423;CROATA;4;0.51%;29;3.69%;481;61.27%;176;22.42%;82;10.45%;13;1.66%;785
NORDESTE;23;CE;230425;CRUZ;26;0.82%;106;3.36%;1.974;62.63%;649;20.59%;344;10.91%;53;1.68%;3.152
NORDESTE;23;CE;230426;DEPUTADO IRAPUAN PINHEIRO;3;0.67%;10;2.24%;268;59.96%;101;22.6%;57;12.75%;8;1.79%;447
NORDESTE;23;CE;230427;ERERE;9;2.51%;15;4.18%;218;60.72%;67;18.66%;42;11.7%;8;2.23%;359
NORDESTE;23;CE;230428;EUSEBIO;42;0.8%;146;2.79%;3.125;59.66%;1.047;19.99%;670;12.79%;208;3.97%;5.238
NORDESTE;23;CE;230430;FARIAS BRITO;19;1.09%;89;5.1%;1.184;67.85%;286;16.39%;137;7.85%;30;1.72%;1.745
NORDESTE;23;CE;230435;FORQUILHA;22;1.2%;60;3.27%;1.158;63.07%;356;19.39%;191;10.4%;49;2.67%;1.836
NORDESTE;23;CE;230440;FORTALEZA;733;0.87%;2.485;2.96%;49.761;59.34%;17.707;21.11%;10.128;12.08%;3.046;3.63%;83.860
NORDESTE;23;CE;230445;FORTIM;10;0.65%;34;2.21%;921;59.81%;347;22.53%;194;12.6%;34;2.21%;1.540
NORDESTE;23;CE;230450;FRECHEIRINHA;6;0.9%;23;3.45%;421;63.21%;132;19.82%;70;10.51%;14;2.1%;666
NORDESTE;23;CE;230460;GENERAL SAMPAIO;3;0.75%;12;2.99%;247;61.6%;86;21.45%;36;8.98%;17;4.24%;401
NORDESTE;23;CE;230465;GRACA;6;1.35%;10;2.25%;276;62.02%;92;20.67%;49;11.01%;12;2.7%;445
NORDESTE;23;CE;230470;GRANJA;87;1.94%;148;3.3%;3.162;70.55%;725;16.18%;303;6.76%;57;1.27%;4.482
NORDESTE;23;CE;230480;GRANJEIRO;3;1.75%;7;4.09%;105;61.4%;43;25.15%;13;7.6%;0;-;171
NORDESTE;23;CE;230490;GROAIRAS;2;0.72%;6;2.16%;168;60.43%;63;22.66%;32;11.51%;7;2.52%;278
NORDESTE;23;CE;230495;GUAIUBA;13;1.01%;28;2.17%;703;54.5%;364;28.22%;144;11.16%;38;2.95%;1.290
NORDESTE;23;CE;230500;GUARACIABA DO NORTE;32;1.12%;97;3.39%;1.972;68.83%;526;18.36%;203;7.09%;35;1.22%;2.865
NORDESTE;23;CE;230510;GUARAMIRANGA;3;0.64%;14;3%;305;65.31%;87;18.63%;48;10.28%;10;2.14%;467
NORDESTE;23;CE;230520;HIDROLANDIA;5;0.94%;30;5.62%;377;70.6%;75;14.04%;40;7.49%;7;1.31%;534
NORDESTE;23;CE;230523;HORIZONTE;44;0.79%;157;2.83%;3.501;63.13%;1.090;19.65%;604;10.89%;150;2.7%;5.546
NORDESTE;23;CE;230526;IBARETAMA;4;0.67%;29;4.83%;381;63.5%;102;17%;71;11.83%;13;2.17%;600
NORDESTE;23;CE;230530;IBIAPINA;15;1.05%;47;3.28%;1.020;71.13%;253;17.64%;85;5.93%;14;0.98%;1.434
NORDESTE;23;CE;230533;IBICUITINGA;8;1.52%;11;2.09%;320;60.72%;151;28.65%;33;6.26%;4;0.76%;527
NORDESTE;23;CE;230535;ICAPUI;7;0.63%;31;2.8%;636;57.45%;240;21.68%;157;14.18%;36;3.25%;1.107
NORDESTE;23;CE;230540;ICO;24;0.78%;56;1.81%;2.530;81.9%;367;11.88%;95;3.08%;17;0.55%;3.089
NORDESTE;23;CE;230550;IGUATU;36;1.13%;95;2.99%;2.009;63.26%;648;20.4%;330;10.39%;58;1.83%;3.176
NORDESTE;23;CE;230560;INDEPENDENCIA;16;0.83%;58;3.02%;1.268;66.08%;377;19.65%;165;8.6%;35;1.82%;1.919
NORDESTE;23;CE;230565;IPAPORANGA;8;1.08%;19;2.55%;506;68.01%;148;19.89%;52;6.99%;11;1.48%;744
NORDESTE;23;CE;230570;IPAUMIRIM;22;2.22%;54;5.44%;664;66.87%;159;16.01%;74;7.45%;20;2.01%;993
NORDESTE;23;CE;230580;IPU;21;1.1%;67;3.5%;1.295;67.62%;378;19.74%;125;6.53%;29;1.51%;1.915
NORDESTE;23;CE;230590;IPUEIRAS;20;1.03%;74;3.81%;1.314;67.73%;356;18.35%;148;7.63%;28;1.44%;1.940
NORDESTE;23;CE;230600;IRACEMA;8;1.25%;24;3.74%;398;61.99%;139;21.65%;63;9.81%;10;1.56%;642
NORDESTE;23;CE;230610;IRAUCUBA;23;0.91%;97;3.83%;1.746;68.93%;429;16.94%;199;7.86%;39;1.54%;2.533
NORDESTE;23;CE;230620;ITAICABA;0;-;7;1.51%;257;55.27%;105;22.58%;80;17.2%;16;3.44%;465
NORDESTE;23;CE;230625;ITAITINGA;18;1.26%;43;3.01%;816;57.18%;334;23.41%;171;11.98%;45;3.15%;1.427
NORDESTE;23;CE;230630;ITAPAGE;11;0.62%;47;2.67%;1.106;62.77%;364;20.66%;186;10.56%;48;2.72%;1.762
NORDESTE;23;CE;230640;ITAPIPOCA;51;0.78%;204;3.13%;4.230;64.9%;1.253;19.22%;639;9.8%;141;2.16%;6.518
NORDESTE;23;CE;230650;ITAPIUNA;9;0.78%;40;3.46%;713;61.62%;246;21.26%;130;11.24%;19;1.64%;1.157
NORDESTE;23;CE;230655;ITAREMA;43;1.93%;51;2.28%;892;39.96%;547;24.51%;332;14.87%;367;16.44%;2.232
NORDESTE;23;CE;230660;ITATIRA;18;1.33%;47;3.47%;919;67.77%;246;18.14%;105;7.74%;21;1.55%;1.356
NORDESTE;23;CE;230670;JAGUARETAMA;6;0.82%;19;2.58%;414;56.25%;187;25.41%;90;12.23%;20;2.72%;736
NORDESTE;23;CE;230680;JAGUARIBARA;2;0.27%;21;2.88%;443;60.68%;147;20.14%;94;12.88%;23;3.15%;730
NORDESTE;23;CE;230690;JAGUARIBE;12;0.76%;47;2.96%;1.046;65.91%;296;18.65%;154;9.7%;32;2.02%;1.587
NORDESTE;23;CE;230700;JAGUARUANA;37;1.02%;102;2.81%;2.106;58%;776;21.37%;494;13.61%;116;3.19%;3.631
NORDESTE;23;CE;230710;JARDIM;22;1.53%;36;2.5%;989;68.68%;274;19.03%;98;6.81%;21;1.46%;1.440
NORDESTE;23;CE;230720;JATI;2;1.32%;10;6.58%;105;69.08%;22;14.47%;11;7.24%;2;1.32%;152
NORDESTE;23;CE;230725;JIJOCA DE JERICOACOARA;8;0.73%;29;2.64%;617;56.09%;274;24.91%;135;12.27%;37;3.36%;1.100
NORDESTE;23;CE;230730;JUAZEIRO DO NORTE;64;0.97%;263;4%;4.275;65.04%;1.203;18.3%;614;9.34%;154;2.34%;6.573
NORDESTE;23;CE;230740;JUCAS;25;1.14%;80;3.64%;1.442;65.69%;402;18.31%;207;9.43%;39;1.78%;2.195
NORDESTE;23;CE;230750;LAVRAS DA MANGABEIRA;15;1.15%;57;4.35%;885;67.56%;228;17.4%;105;8.02%;20;1.53%;1.310
NORDESTE;23;CE;230760;LIMOEIRO DO NORTE;36;1.42%;84;3.3%;1.453;57.14%;550;21.63%;335;13.17%;85;3.34%;2.543
NORDESTE;23;CE;230763;MADALENA;7;0.73%;19;1.98%;581;60.4%;224;23.28%;107;11.12%;24;2.49%;962
NORDESTE;23;CE;230765;MARACANAU;149;2.38%;195;3.11%;3.610;57.62%;1.313;20.96%;770;12.29%;228;3.64%;6.265
NORDESTE;23;CE;230770;MARANGUAPE;78;1.12%;192;2.77%;4.047;58.31%;1.538;22.16%;847;12.2%;238;3.43%;6.940
NORDESTE;23;CE;230780;MARCO;31;0.8%;131;3.36%;2.578;66.15%;745;19.12%;349;8.96%;63;1.62%;3.897
NORDESTE;23;CE;230790;MARTINOPOLE;26;1.85%;56;3.99%;954;67.95%;244;17.38%;98;6.98%;26;1.85%;1.404
NORDESTE;23;CE;230800;MASSAPE;16;0.89%;52;2.88%;1.180;65.37%;365;20.22%;165;9.14%;27;1.5%;1.805
NORDESTE;23;CE;230810;MAURITI;23;1.19%;82;4.23%;1.285;66.27%;340;17.53%;173;8.92%;36;1.86%;1.939
NORDESTE;23;CE;230820;MERUOCA;6;0.93%;12;1.86%;413;64.13%;136;21.12%;65;10.09%;12;1.86%;644
NORDESTE;23;CE;230830;MILAGRES;25;1.13%;84;3.8%;1.487;67.35%;389;17.62%;189;8.56%;34;1.54%;2.208
NORDESTE;23;CE;230835;MILHA;10;1.08%;29;3.15%;560;60.74%;191;20.72%;99;10.74%;33;3.58%;922
NORDESTE;23;CE;230837;MIRAIMA;6;0.64%;34;3.6%;601;63.67%;201;21.29%;87;9.22%;15;1.59%;944
NORDESTE;23;CE;230840;MISSAO VELHA;18;1.14%;57;3.61%;1.108;70.17%;280;17.73%;100;6.33%;16;1.01%;1.579
NORDESTE;23;CE;230850;MOMBACA;10;0.47%;70;3.31%;1.396;66%;402;19.01%;201;9.5%;36;1.7%;2.115
NORDESTE;23;CE;230860;MONSENHOR TABOSA;4;0.64%;18;2.86%;399;63.43%;141;22.42%;53;8.43%;14;2.23%;629
NORDESTE;23;CE;230870;MORADA NOVA;10;0.74%;45;3.33%;822;60.84%;282;20.87%;160;11.84%;32;2.37%;1.351
NORDESTE;23;CE;230880;MORAUJO;10;2.3%;12;2.76%;263;60.6%;88;20.28%;51;11.75%;10;2.3%;434
NORDESTE;23;CE;230890;MORRINHOS;6;0.84%;15;2.09%;442;61.56%;150;20.89%;80;11.14%;25;3.48%;718
NORDESTE;23;CE;230900;MUCAMBO;4;0.86%;13;2.8%;288;62.07%;91;19.61%;58;12.5%;10;2.16%;464
NORDESTE;23;CE;230910;MULUNGU;9;0.95%;38;4%;641;67.47%;178;18.74%;66;6.95%;18;1.89%;950
NORDESTE;23;CE;230920;NOVA OLINDA;9;1.45%;24;3.88%;395;63.81%;126;20.36%;52;8.4%;13;2.1%;619
NORDESTE;23;CE;230930;NOVA RUSSAS;14;1.2%;34;2.91%;740;63.36%;224;19.18%;131;11.22%;25;2.14%;1.168
NORDESTE;23;CE;230940;NOVO ORIENTE;6;0.51%;35;2.95%;780;65.71%;221;18.62%;112;9.44%;33;2.78%;1.187
NORDESTE;23;CE;230945;OCARA;11;1.31%;26;3.1%;501;59.79%;180;21.48%;93;11.1%;27;3.22%;838
NORDESTE;23;CE;230950;OROS;16;1.19%;42;3.12%;858;63.65%;297;22.03%;107;7.94%;28;2.08%;1.348
NORDESTE;23;CE;230960;PACAJUS;24;0.9%;66;2.49%;1.599;60.29%;551;20.78%;305;11.5%;107;4.03%;2.652
NORDESTE;23;CE;230970;PACATUBA;32;0.9%;83;2.33%;1.998;56%;958;26.85%;409;11.46%;88;2.47%;3.568
NORDESTE;23;CE;230980;PACOTI;7;1.05%;12;1.8%;384;57.66%;174;26.13%;79;11.86%;10;1.5%;666
NORDESTE;23;CE;230990;PACUJA;7;1.79%;10;2.56%;272;69.57%;63;16.11%;30;7.67%;9;2.3%;391
NORDESTE;23;CE;231000;PALHANO;9;1.05%;29;3.38%;516;60.14%;185;21.56%;104;12.12%;15;1.75%;858
NORDESTE;23;CE;231010;PALMACIA;7;1.72%;9;2.21%;277;67.89%;78;19.12%;34;8.33%;3;0.74%;408
NORDESTE;23;CE;231020;PARACURU;15;1.05%;45;3.15%;885;61.93%;302;21.13%;152;10.64%;30;2.1%;1.429
NORDESTE;23;CE;231025;PARAIPABA;21;1.15%;60;3.29%;1.040;56.96%;395;21.63%;232;12.71%;78;4.27%;1.826
NORDESTE;23;CE;231030;PARAMBU;13;1.15%;35;3.11%;746;66.19%;217;19.25%;92;8.16%;24;2.13%;1.127
NORDESTE;23;CE;231040;PARAMOTI;6;1.02%;16;2.73%;361;61.6%;120;20.48%;72;12.29%;11;1.88%;586
NORDESTE;23;CE;231050;PEDRA BRANCA;35;1.2%;97;3.33%;1.965;67.36%;562;19.27%;217;7.44%;41;1.41%;2.917
NORDESTE;23;CE;231060;PENAFORTE;7;2%;15;4.29%;254;72.57%;54;15.43%;15;4.29%;5;1.43%;350
NORDESTE;23;CE;231070;PENTECOSTE;18;1.37%;38;2.89%;801;60.96%;286;21.77%;146;11.11%;25;1.9%;1.314
NORDESTE;23;CE;231080;PEREIRO;7;0.79%;22;2.47%;621;69.78%;162;18.2%;65;7.3%;13;1.46%;890
NORDESTE;23;CE;231085;PINDORETAMA;8;1.17%;24;3.51%;452;66.08%;122;17.84%;67;9.8%;11;1.61%;684
NORDESTE;23;CE;231090;PIQUET CARNEIRO;12;1%;51;4.24%;757;62.87%;217;18.02%;135;11.21%;32;2.66%;1.204
NORDESTE;23;CE;231095;PIRES FERREIRA;2;0.21%;38;4.04%;631;67.13%;163;17.34%;94;10%;12;1.28%;940
NORDESTE;23;CE;231100;PORANGA;12;1.77%;29;4.28%;498;73.45%;92;13.57%;39;5.75%;8;1.18%;678
NORDESTE;23;CE;231110;PORTEIRAS;20;1.79%;65;5.81%;741;66.28%;186;16.64%;96;8.59%;10;0.89%;1.118
NORDESTE;23;CE;231120;POTENGI;9;2.2%;24;5.87%;274;66.99%;64;15.65%;32;7.82%;6;1.47%;409
NORDESTE;23;CE;231123;POTIRETAMA;0;-;6;4.44%;94;69.63%;22;16.3%;12;8.89%;1;0.74%;135
NORDESTE;23;CE;231126;QUITERIANOPOLIS;2;0.38%;17;3.23%;362;68.69%;104;19.73%;35;6.64%;7;1.33%;527
NORDESTE;23;CE;231130;QUIXADA;27;0.72%;68;1.82%;1.808;48.38%;1.452;38.85%;337;9.02%;45;1.2%;3.737
NORDESTE;23;CE;231135;QUIXELO;8;0.89%;27;2.99%;559;61.97%;196;21.73%;97;10.75%;15;1.66%;902
NORDESTE;23;CE;231140;QUIXERAMOBIM;38;1.27%;116;3.89%;1.857;62.25%;628;21.05%;282;9.45%;62;2.08%;2.983
NORDESTE;23;CE;231150;QUIXERE;8;0.48%;45;2.7%;1.066;64.02%;332;19.94%;188;11.29%;26;1.56%;1.665
NORDESTE;23;CE;231160;REDENCAO;27;2.39%;47;4.17%;650;57.62%;197;17.46%;176;15.6%;31;2.75%;1.128
NORDESTE;23;CE;231170;RERIUTABA;17;1.09%;53;3.4%;1.040;66.71%;275;17.64%;137;8.79%;37;2.37%;1.559
NORDESTE;23;CE;231180;RUSSAS;45;1.35%;91;2.73%;2.020;60.59%;683;20.49%;415;12.45%;80;2.4%;3.334
NORDESTE;23;CE;231190;SABOEIRO;6;1.23%;16;3.28%;325;66.6%;96;19.67%;40;8.2%;5;1.02%;488
NORDESTE;23;CE;231195;SALITRE;7;0.82%;20;2.34%;544;63.7%;180;21.08%;79;9.25%;24;2.81%;854
NORDESTE;23;CE;231220;SANTA QUITERIA;33;1.14%;95;3.28%;2.038;70.45%;474;16.38%;215;7.43%;38;1.31%;2.893
NORDESTE;23;CE;231200;SANTANA DO ACARAU;12;0.72%;41;2.45%;1.116;66.71%;333;19.9%;142;8.49%;29;1.73%;1.673
NORDESTE;23;CE;231210;SANTANA DO CARIRI;6;0.85%;25;3.56%;464;66.1%;133;18.95%;60;8.55%;14;1.99%;702
NORDESTE;23;CE;231230;SAO BENEDITO;20;0.98%;57;2.79%;1.311;64.11%;433;21.17%;192;9.39%;32;1.56%;2.045
NORDESTE;23;CE;231240;SAO GONCALO DO AMARANTE;35;1.1%;86;2.71%;1.923;60.7%;659;20.8%;356;11.24%;109;3.44%;3.168
NORDESTE;23;CE;231250;SAO JOAO DO JAGUARIBE;3;0.83%;13;3.59%;211;58.29%;69;19.06%;50;13.81%;16;4.42%;362
NORDESTE;23;CE;231260;SAO LUIS DO CURU;5;1.23%;19;4.66%;250;61.27%;91;22.3%;36;8.82%;7;1.72%;408
NORDESTE;23;CE;231270;SENADOR POMPEU;16;1.44%;37;3.33%;678;61.08%;213;19.19%;141;12.7%;25;2.25%;1.110
NORDESTE;23;CE;231280;SENADOR SA;6;0.96%;18;2.89%;423;67.9%;106;17.01%;58;9.31%;12;1.93%;623
NORDESTE;23;CE;231290;SOBRAL;127;0.85%;449;2.99%;9.089;60.63%;3.158;21.06%;1.826;12.18%;343;2.29%;14.992
NORDESTE;23;CE;231300;SOLONOPOLE;10;1.79%;10;1.79%;328;58.57%;121;21.61%;67;11.96%;24;4.29%;560
NORDESTE;23;CE;231310;TABULEIRO DO NORTE;8;0.6%;30;2.26%;774;58.24%;283;21.29%;192;14.45%;42;3.16%;1.329
NORDESTE;23;CE;231320;TAMBORIL;11;0.98%;39;3.48%;747;66.58%;232;20.68%;81;7.22%;12;1.07%;1.122
NORDESTE;23;CE;231325;TARRAFAS;8;0.94%;31;3.64%;602;70.66%;142;16.67%;66;7.75%;3;0.35%;852
NORDESTE;23;CE;231330;TAUA;22;1.71%;55;4.27%;846;65.63%;226;17.53%;114;8.84%;26;2.02%;1.289
NORDESTE;23;CE;231335;TEJUCUOCA;10;0.72%;49;3.53%;900;64.75%;266;19.14%;134;9.64%;31;2.23%;1.390
NORDESTE;23;CE;231340;TIANGUA;19;0.55%;58;1.66%;2.605;74.77%;569;16.33%;202;5.8%;31;0.89%;3.484
NORDESTE;23;CE;231350;TRAIRI;31;0.86%;126;3.5%;2.312;64.13%;705;19.56%;355;9.85%;76;2.11%;3.605
NORDESTE;23;CE;231355;TURURU;12;1.15%;36;3.44%;678;64.69%;196;18.7%;105;10.02%;21;2%;1.048
NORDESTE;23;CE;231360;UBAJARA;16;0.9%;45;2.52%;1.180;66.14%;361;20.24%;153;8.58%;29;1.63%;1.784
NORDESTE;23;CE;231370;UMARI;1;0.39%;21;8.11%;159;61.39%;49;18.92%;21;8.11%;8;3.09%;259
NORDESTE;23;CE;231375;UMIRIM;15;1.25%;61;5.08%;766;63.83%;237;19.75%;96;8%;25;2.08%;1.200
NORDESTE;23;CE;231380;URUBURETAMA;12;0.84%;46;3.24%;964;67.84%;255;17.95%;122;8.59%;22;1.55%;1.421
NORDESTE;23;CE;231390;URUOCA;8;0.81%;27;2.74%;583;59.25%;217;22.05%;128;13.01%;21;2.13%;984
NORDESTE;23;CE;231395;VARJOTA;12;0.98%;33;2.69%;768;62.64%;231;18.84%;147;11.99%;35;2.85%;1.226
NORDESTE;23;CE;231400;VARZEA ALEGRE;18;1.04%;51;2.95%;1.130;65.32%;320;18.5%;172;9.94%;39;2.25%;1.730
NORDESTE;23;CE;231410;VICOSA DO CEARA;38;0.85%;133;2.98%;3.064;68.59%;822;18.4%;362;8.1%;48;1.07%;4.467
TOTAL ESTADO CEARÁ;;;;;4.063;1%;12.554;3.1%;253.841;62.61%;82.299;20.3%;42.344;10.44%;10.362;2.56%;405.463
NORDESTE;21;MA;210005;ACAILANDIA;43;0.88%;199;4.09%;3.417;70.24%;787;16.18%;351;7.21%;68;1.4%;4.865
NORDESTE;21;MA;210010;AFONSO CUNHA;7;1.02%;24;3.5%;488;71.24%;126;18.39%;34;4.96%;6;0.88%;685
NORDESTE;21;MA;210015;AGUA DOCE DO MARANHAO;11;1.24%;25;2.82%;612;69%;161;18.15%;66;7.44%;12;1.35%;887
NORDESTE;21;MA;210020;ALCANTARA;20;1.07%;67;3.57%;1.333;71.02%;328;17.47%;111;5.91%;18;0.96%;1.877
NORDESTE;21;MA;210030;ALDEIAS ALTAS;15;1.1%;65;4.78%;1.011;74.39%;178;13.1%;76;5.59%;14;1.03%;1.359
NORDESTE;21;MA;210040;ALTAMIRA DO MARANHAO;10;2.51%;15;3.76%;282;70.68%;56;14.04%;33;8.27%;3;0.75%;399
NORDESTE;21;MA;210043;ALTO ALEGRE DO MARANHAO;18;1.06%;64;3.78%;1.239;73.18%;255;15.06%;101;5.97%;16;0.95%;1.693
NORDESTE;21;MA;210047;ALTO ALEGRE DO PINDARE;30;1.14%;90;3.41%;1.887;71.42%;438;16.58%;175;6.62%;22;0.83%;2.642
NORDESTE;21;MA;210050;ALTO PARNAIBA;18;1.48%;38;3.13%;920;75.78%;187;15.4%;45;3.71%;6;0.49%;1.214
NORDESTE;21;MA;210055;AMAPA DO MARANHAO;10;2.08%;21;4.38%;334;69.58%;77;16.04%;31;6.46%;7;1.46%;480
NORDESTE;21;MA;210060;AMARANTE DO MARANHAO;28;0.81%;146;4.22%;2.531;73.19%;547;15.82%;180;5.21%;26;0.75%;3.458
NORDESTE;21;MA;210070;ANAJATUBA;17;1.37%;61;4.9%;889;71.46%;190;15.27%;75;6.03%;12;0.96%;1.244
NORDESTE;21;MA;210080;ANAPURUS;27;2.05%;64;4.86%;974;73.9%;180;13.66%;59;4.48%;14;1.06%;1.318
NORDESTE;21;MA;210083;APICUM-ACU;20;1.28%;65;4.16%;1.137;72.79%;235;15.04%;95;6.08%;10;0.64%;1.562
NORDESTE;21;MA;210087;ARAGUANA;13;1.51%;42;4.88%;645;75%;105;12.21%;46;5.35%;9;1.05%;860
NORDESTE;21;MA;210090;ARAIOSES;29;1.8%;68;4.23%;1.103;68.59%;271;16.85%;110;6.84%;27;1.68%;1.608
NORDESTE;21;MA;210095;ARAME;29;1.09%;107;4.02%;1.956;73.53%;418;15.71%;130;4.89%;20;0.75%;2.660
NORDESTE;21;MA;210100;ARARI;50;2.04%;130;5.31%;1.780;72.74%;343;14.02%;125;5.11%;19;0.78%;2.447
NORDESTE;21;MA;210110;AXIXA;8;1.08%;33;4.46%;533;72.03%;125;16.89%;38;5.14%;3;0.41%;740
NORDESTE;21;MA;210120;BACABAL;136;1.38%;411;4.18%;6.009;61.07%;1.887;19.18%;1.171;11.9%;226;2.3%;9.840
NORDESTE;21;MA;210125;BACABEIRA;31;2.39%;62;4.79%;914;70.58%;193;14.9%;87;6.72%;8;0.62%;1.295
NORDESTE;21;MA;210130;BACURI;36;2.13%;62;3.66%;1.248;73.76%;251;14.83%;84;4.96%;11;0.65%;1.692
NORDESTE;21;MA;210135;BACURITUBA;12;2.03%;38;6.42%;414;69.93%;81;13.68%;41;6.93%;6;1.01%;592
NORDESTE;21;MA;210140;BALSAS;31;0.66%;176;3.74%;3.231;68.58%;851;18.06%;352;7.47%;70;1.49%;4.711
NORDESTE;21;MA;210150;BARAO DE GRAJAU;14;1.44%;60;6.17%;683;70.2%;152;15.62%;53;5.45%;11;1.13%;973
NORDESTE;21;MA;210160;BARRA DO CORDA;76;1.52%;202;4.04%;3.532;70.64%;823;16.46%;322;6.44%;45;0.9%;5.000
NORDESTE;21;MA;210170;BARREIRINHAS;73;1.06%;215;3.13%;4.841;70.41%;1.256;18.27%;425;6.18%;65;0.95%;6.875
NORDESTE;21;MA;210177;BELA VISTA DO MARANHAO;21;1.79%;62;5.28%;833;70.89%;179;15.23%;68;5.79%;12;1.02%;1.175
NORDESTE;21;MA;210173;BELAGUA;14;2.38%;21;3.57%;409;69.56%;112;19.05%;25;4.25%;7;1.19%;588
NORDESTE;21;MA;210180;BENEDITO LEITE;4;1.24%;12;3.72%;219;67.8%;60;18.58%;22;6.81%;6;1.86%;323
NORDESTE;21;MA;210190;BEQUIMAO;28;1.39%;95;4.71%;1.432;71.07%;343;17.02%;98;4.86%;19;0.94%;2.015
NORDESTE;21;MA;210193;BERNARDO DO MEARIM;5;1.72%;17;5.84%;211;72.51%;43;14.78%;11;3.78%;4;1.37%;291
NORDESTE;21;MA;210197;BOA VISTA DO GURUPI;4;1.2%;16;4.8%;257;77.18%;41;12.31%;12;3.6%;3;0.9%;333
NORDESTE;21;MA;210200;BOM JARDIM;35;1.52%;86;3.75%;1.729;75.3%;322;14.02%;104;4.53%;20;0.87%;2.296
NORDESTE;21;MA;210203;BOM JESUS DAS SELVAS;35;1.33%;121;4.6%;1.890;71.78%;396;15.04%;159;6.04%;32;1.22%;2.633
NORDESTE;21;MA;210207;BOM LUGAR;9;1.27%;36;5.09%;493;69.73%;111;15.7%;50;7.07%;8;1.13%;707
NORDESTE;21;MA;210210;BREJO;59;1.76%;148;4.41%;2.519;75.06%;455;13.56%;154;4.59%;21;0.63%;3.356
NORDESTE;21;MA;210215;BREJO DE AREIA;9;0.77%;37;3.18%;836;71.94%;193;16.61%;80;6.88%;7;0.6%;1.162
NORDESTE;21;MA;210220;BURITI;48;2.19%;96;4.37%;1.623;73.94%;312;14.21%;87;3.96%;29;1.32%;2.195
NORDESTE;21;MA;210230;BURITI BRAVO;42;1.85%;118;5.18%;1.714;75.31%;285;12.52%;94;4.13%;23;1.01%;2.276
NORDESTE;21;MA;210232;BURITICUPU;66;1.35%;210;4.28%;3.591;73.18%;755;15.39%;247;5.03%;38;0.77%;4.907
NORDESTE;21;MA;210235;BURITIRANA;27;1.35%;73;3.66%;1.465;73.4%;306;15.33%;103;5.16%;22;1.1%;1.996
NORDESTE;21;MA;210237;CACHOEIRA GRANDE;15;1.59%;26;2.76%;631;67.06%;199;21.15%;59;6.27%;11;1.17%;941
NORDESTE;21;MA;210240;CAJAPIO;20;1.61%;92;7.38%;910;73.03%;167;13.4%;49;3.93%;8;0.64%;1.246
NORDESTE;21;MA;210250;CAJARI;149;6.35%;219;9.34%;1.665;70.97%;233;9.93%;70;2.98%;10;0.43%;2.346
NORDESTE;21;MA;210255;CAMPESTRE DO MARANHAO;17;1.45%;31;2.64%;847;72.21%;195;16.62%;70;5.97%;13;1.11%;1.173
NORDESTE;21;MA;210260;CANDIDO MENDES;18;1.23%;46;3.14%;1.038;70.76%;259;17.66%;90;6.13%;16;1.09%;1.467
NORDESTE;21;MA;210270;CANTANHEDE;23;2%;52;4.52%;793;68.96%;185;16.09%;84;7.3%;13;1.13%;1.150
NORDESTE;21;MA;210275;CAPINZAL DO NORTE;12;1.67%;34;4.73%;521;72.46%;111;15.44%;34;4.73%;7;0.97%;719
NORDESTE;21;MA;210280;CAROLINA;19;1.69%;42;3.75%;785;70.03%;181;16.15%;84;7.49%;10;0.89%;1.121
NORDESTE;21;MA;210290;CARUTAPERA;36;1.15%;94;3%;2.352;74.95%;474;15.11%;152;4.84%;30;0.96%;3.138
NORDESTE;21;MA;210300;CAXIAS;217;1.87%;669;5.78%;8.200;70.82%;1.699;14.67%;692;5.98%;102;0.88%;11.579
NORDESTE;21;MA;210310;CEDRAL;3;0.85%;21;5.95%;252;71.39%;55;15.58%;19;5.38%;3;0.85%;353
NORDESTE;21;MA;210312;CENTRAL DO MARANHAO;11;1.82%;30;4.95%;427;70.46%;98;16.17%;30;4.95%;10;1.65%;606
NORDESTE;21;MA;210315;CENTRO DO GUILHERME;12;1.15%;31;2.96%;766;73.23%;165;15.77%;65;6.21%;7;0.67%;1.046
NORDESTE;21;MA;210317;CENTRO NOVO DO MARANHAO;6;0.45%;47;3.53%;934;70.23%;235;17.67%;87;6.54%;21;1.58%;1.330
NORDESTE;21;MA;210320;CHAPADINHA;64;1.2%;266;4.97%;3.814;71.25%;807;15.08%;340;6.35%;62;1.16%;5.353
NORDESTE;21;MA;210325;CIDELANDIA;17;1.22%;62;4.45%;988;70.98%;233;16.74%;79;5.68%;13;0.93%;1.392
NORDESTE;21;MA;210330;CODO;74;1.81%;228;5.59%;2.877;70.51%;622;15.25%;244;5.98%;35;0.86%;4.080
NORDESTE;21;MA;210340;COELHO NETO;58;1.48%;136;3.47%;2.845;72.6%;666;16.99%;180;4.59%;34;0.87%;3.919
NORDESTE;21;MA;210350;COLINAS;46;1.43%;136;4.24%;2.300;71.7%;542;16.9%;146;4.55%;38;1.18%;3.208
