Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso;;Obesidade;;Obesidade Grave;;Total
NORDESTE;29;BA;292530;PORTO SEGURO;73;1.68%;151;3.48%;3.046;70.17%;731;16.84%;288;6.63%;52;1.2%;4.341
NORDESTE;29;BA;292540;POTIRAGUA;0;-;0;-;24;54.55%;11;25%;9;20.45%;0;-;44
NORDESTE;29;BA;292550;PRADO;13;1.33%;34;3.49%;647;66.43%;189;19.4%;78;8.01%;13;1.33%;974
NORDESTE;29;BA;292560;PRESIDENTE DUTRA;6;0.88%;19;2.79%;473;69.56%;120;17.65%;54;7.94%;8;1.18%;680
NORDESTE;29;BA;292570;PRESIDENTE JANIO QUADROS;8;1.26%;31;4.87%;474;74.41%;87;13.66%;32;5.02%;5;0.78%;637
NORDESTE;29;BA;292575;PRESIDENTE TANCREDO NEVES;11;0.68%;53;3.28%;1.131;69.9%;301;18.6%;109;6.74%;13;0.8%;1.618
NORDESTE;29;BA;292580;QUEIMADAS;5;1.98%;8;3.16%;159;62.85%;52;20.55%;26;10.28%;3;1.19%;253
NORDESTE;29;BA;292590;QUIJINGUE;10;1.01%;38;3.85%;710;71.86%;161;16.3%;55;5.57%;14;1.42%;988
NORDESTE;29;BA;292593;QUIXABEIRA;0;-;6;3.53%;132;77.65%;19;11.18%;12;7.06%;1;0.59%;170
NORDESTE;29;BA;292595;RAFAEL JAMBEIRO;34;2.18%;58;3.71%;1.059;67.75%;281;17.98%;97;6.21%;34;2.18%;1.563
NORDESTE;29;BA;292600;REMANSO;10;1.03%;37;3.81%;664;68.38%;178;18.33%;64;6.59%;18;1.85%;971
NORDESTE;29;BA;292610;RETIROLANDIA;1;2.38%;0;-;20;47.62%;13;30.95%;5;11.9%;3;7.14%;42
NORDESTE;29;BA;292620;RIACHAO DAS NEVES;13;1.36%;45;4.7%;663;69.21%;160;16.7%;70;7.31%;7;0.73%;958
NORDESTE;29;BA;292630;RIACHAO DO JACUIPE;12;1.69%;34;4.8%;473;66.71%;119;16.78%;60;8.46%;11;1.55%;709
NORDESTE;29;BA;292640;RIACHO DE SANTANA;1;0.32%;9;2.87%;206;65.61%;68;21.66%;26;8.28%;4;1.27%;314
NORDESTE;29;BA;292650;RIBEIRA DO AMPARO;22;2.1%;53;5.05%;726;69.14%;169;16.1%;66;6.29%;14;1.33%;1.050
NORDESTE;29;BA;292660;RIBEIRA DO POMBAL;6;1.26%;8;1.68%;283;59.33%;111;23.27%;60;12.58%;9;1.89%;477
NORDESTE;29;BA;292665;RIBEIRAO DO LARGO;9;1.71%;11;2.1%;361;68.76%;105;20%;32;6.1%;7;1.33%;525
NORDESTE;29;BA;292670;RIO DE CONTAS;6;1.1%;28;5.14%;356;65.32%;98;17.98%;48;8.81%;9;1.65%;545
NORDESTE;29;BA;292680;RIO DO ANTONIO;2;0.58%;8;2.32%;278;80.58%;42;12.17%;13;3.77%;2;0.58%;345
NORDESTE;29;BA;292690;RIO DO PIRES;13;1.7%;39;5.1%;503;65.75%;149;19.48%;57;7.45%;4;0.52%;765
NORDESTE;29;BA;292700;RIO REAL;1;0.61%;2;1.22%;95;57.93%;50;30.49%;15;9.15%;1;0.61%;164
NORDESTE;29;BA;292710;RODELAS;0;-;1;1.08%;47;50.54%;27;29.03%;12;12.9%;6;6.45%;93
NORDESTE;29;BA;292720;RUY BARBOSA;3;1.46%;6;2.93%;110;53.66%;59;28.78%;22;10.73%;5;2.44%;205
NORDESTE;29;BA;292730;SALINAS DA MARGARIDA;3;0.68%;20;4.5%;262;59.01%;85;19.14%;47;10.59%;27;6.08%;444
NORDESTE;29;BA;292740;SALVADOR;101;1.18%;311;3.63%;5.474;63.84%;1.685;19.65%;804;9.38%;200;2.33%;8.575
NORDESTE;29;BA;292750;SANTA BARBARA;0;-;6;3.24%;126;68.11%;36;19.46%;14;7.57%;3;1.62%;185
NORDESTE;29;BA;292760;SANTA BRIGIDA;4;1.24%;13;4.04%;213;66.15%;61;18.94%;25;7.76%;6;1.86%;322
NORDESTE;29;BA;292770;SANTA CRUZ CABRALIA;19;1.82%;29;2.78%;737;70.53%;177;16.94%;76;7.27%;7;0.67%;1.045
NORDESTE;29;BA;292780;SANTA CRUZ DA VITORIA;0;-;0;-;35;59.32%;14;23.73%;7;11.86%;3;5.08%;59
NORDESTE;29;BA;292790;SANTA INES;8;1.67%;14;2.92%;304;63.33%;98;20.42%;43;8.96%;13;2.71%;480
NORDESTE;29;BA;292805;SANTA LUZIA;4;1.07%;13;3.48%;239;63.9%;77;20.59%;35;9.36%;6;1.6%;374
NORDESTE;29;BA;292810;SANTA MARIA DA VITORIA;21;1.28%;74;4.53%;1.182;72.29%;252;15.41%;91;5.57%;15;0.92%;1.635
NORDESTE;29;BA;292840;SANTA RITA DE CASSIA;6;1.37%;15;3.42%;311;70.84%;70;15.95%;30;6.83%;7;1.59%;439
NORDESTE;29;BA;292850;SANTA TERESINHA;7;1.76%;16;4.02%;281;70.6%;66;16.58%;28;7.04%;0;-;398
NORDESTE;29;BA;292800;SANTALUZ;10;1.14%;36;4.09%;581;65.95%;178;20.2%;68;7.72%;8;0.91%;881
NORDESTE;29;BA;292820;SANTANA;21;1.66%;46;3.64%;878;69.41%;226;17.87%;82;6.48%;12;0.95%;1.265
NORDESTE;29;BA;292830;SANTANOPOLIS;13;2.41%;22;4.07%;369;68.33%;93;17.22%;39;7.22%;4;0.74%;540
NORDESTE;29;BA;292860;SANTO AMARO;0;-;2;2.53%;41;51.9%;22;27.85%;11;13.92%;3;3.8%;79
NORDESTE;29;BA;292870;SANTO ANTONIO DE JESUS;22;1.15%;50;2.6%;1.129;58.77%;401;20.87%;254;13.22%;65;3.38%;1.921
NORDESTE;29;BA;292880;SANTO ESTEVAO;1;0.65%;2;1.3%;87;56.49%;37;24.03%;22;14.29%;5;3.25%;154
NORDESTE;29;BA;292890;SAO DESIDERIO;12;0.67%;56;3.14%;1.276;71.48%;311;17.42%;113;6.33%;17;0.95%;1.785
NORDESTE;29;BA;292895;SAO DOMINGOS;0;-;3;4.29%;47;67.14%;11;15.71%;5;7.14%;4;5.71%;70
NORDESTE;29;BA;292910;SAO FELIPE;5;0.61%;19;2.33%;533;65.48%;167;20.52%;76;9.34%;14;1.72%;814
NORDESTE;29;BA;292900;SAO FELIX;0;-;0;-;49;55.06%;22;24.72%;13;14.61%;5;5.62%;89
NORDESTE;29;BA;292905;SAO FELIX DO CORIBE;2;1.39%;3;2.08%;95;65.97%;26;18.06%;18;12.5%;0;-;144
NORDESTE;29;BA;292920;SAO FRANCISCO DO CONDE;3;1.35%;6;2.7%;135;60.81%;50;22.52%;23;10.36%;5;2.25%;222
NORDESTE;29;BA;292925;SAO GABRIEL;16;1.2%;48;3.61%;853;64.14%;296;22.26%;90;6.77%;27;2.03%;1.330
NORDESTE;29;BA;292930;SAO GONCALO DOS CAMPOS;7;1.36%;16;3.1%;336;65.12%;107;20.74%;38;7.36%;12;2.33%;516
NORDESTE;29;BA;292935;SAO JOSE DA VITORIA;1;2.94%;0;-;16;47.06%;10;29.41%;7;20.59%;0;-;34
NORDESTE;29;BA;292937;SAO JOSE DO JACUIPE;0;-;1;1.82%;34;61.82%;15;27.27%;4;7.27%;1;1.82%;55
NORDESTE;29;BA;292940;SAO MIGUEL DAS MATAS;7;1.53%;17;3.7%;317;69.06%;84;18.3%;29;6.32%;5;1.09%;459
NORDESTE;29;BA;292950;SAO SEBASTIAO DO PASSE;5;1.2%;18;4.34%;264;63.61%;91;21.93%;32;7.71%;5;1.2%;415
NORDESTE;29;BA;292960;SAPEACU;2;0.98%;9;4.41%;126;61.76%;39;19.12%;21;10.29%;7;3.43%;204
NORDESTE;29;BA;292970;SATIRO DIAS;1;1.03%;2;2.06%;62;63.92%;27;27.84%;5;5.15%;0;-;97
NORDESTE;29;BA;292975;SAUBARA;21;4.79%;10;2.28%;273;62.33%;81;18.49%;39;8.9%;14;3.2%;438
NORDESTE;29;BA;292980;SAUDE;3;2.88%;3;2.88%;57;54.81%;25;24.04%;16;15.38%;0;-;104
NORDESTE;29;BA;292990;SEABRA;21;1.14%;65;3.53%;1.318;71.63%;326;17.72%;98;5.33%;12;0.65%;1.840
NORDESTE;29;BA;293000;SEBASTIAO LARANJEIRAS;4;1.01%;15;3.8%;264;66.84%;78;19.75%;25;6.33%;9;2.28%;395
NORDESTE;29;BA;293010;SENHOR DO BONFIM;6;0.96%;18;2.89%;395;63.5%;133;21.38%;57;9.16%;13;2.09%;622
NORDESTE;29;BA;293020;SENTO SE;0;-;1;0.72%;74;53.24%;49;35.25%;14;10.07%;1;0.72%;139
NORDESTE;29;BA;293015;SERRA DO RAMALHO;2;0.93%;3;1.4%;129;60.28%;48;22.43%;28;13.08%;4;1.87%;214
NORDESTE;29;BA;293030;SERRA DOURADA;8;1.23%;31;4.75%;476;72.89%;102;15.62%;32;4.9%;4;0.61%;653
NORDESTE;29;BA;293040;SERRA PRETA;8;1.54%;17;3.28%;369;71.24%;87;16.8%;32;6.18%;5;0.97%;518
NORDESTE;29;BA;293050;SERRINHA;6;0.9%;16;2.4%;379;56.91%;108;16.22%;34;5.11%;123;18.47%;666
NORDESTE;29;BA;293060;SERROLANDIA;1;0.85%;4;3.39%;66;55.93%;28;23.73%;17;14.41%;2;1.69%;118
NORDESTE;29;BA;293070;SIMOES FILHO;9;2.26%;16;4.01%;232;58.15%;87;21.8%;49;12.28%;6;1.5%;399
NORDESTE;29;BA;293075;SITIO DO MATO;15;1.58%;28;2.94%;704;73.95%;159;16.7%;40;4.2%;6;0.63%;952
NORDESTE;29;BA;293076;SITIO DO QUINTO;3;1.79%;3;1.79%;113;67.26%;30;17.86%;16;9.52%;3;1.79%;168
NORDESTE;29;BA;293077;SOBRADINHO;7;1.62%;17;3.94%;255;59.03%;106;24.54%;41;9.49%;6;1.39%;432
NORDESTE;29;BA;293080;SOUTO SOARES;1;0.53%;0;-;110;58.2%;55;29.1%;16;8.47%;7;3.7%;189
NORDESTE;29;BA;293090;TABOCAS DO BREJO VELHO;6;1.02%;17;2.9%;423;72.18%;88;15.02%;50;8.53%;2;0.34%;586
NORDESTE;29;BA;293100;TANHACU;5;1.33%;12;3.19%;263;69.95%;60;15.96%;27;7.18%;9;2.39%;376
NORDESTE;29;BA;293105;TANQUE NOVO;3;1.62%;6;3.24%;134;72.43%;33;17.84%;8;4.32%;1;0.54%;185
NORDESTE;29;BA;293110;TANQUINHO;2;0.74%;9;3.33%;162;60%;56;20.74%;33;12.22%;8;2.96%;270
NORDESTE;29;BA;293120;TAPEROA;3;0.71%;19;4.52%;283;67.38%;79;18.81%;31;7.38%;5;1.19%;420
NORDESTE;29;BA;293130;TAPIRAMUTA;0;-;0;-;38;54.29%;22;31.43%;7;10%;3;4.29%;70
NORDESTE;29;BA;293135;TEIXEIRA DE FREITAS;68;1.25%;201;3.7%;3.731;68.65%;983;18.09%;384;7.07%;68;1.25%;5.435
NORDESTE;29;BA;293140;TEODORO SAMPAIO;5;1.34%;13;3.49%;238;63.98%;72;19.35%;34;9.14%;10;2.69%;372
NORDESTE;29;BA;293150;TEOFILANDIA;9;0.72%;44;3.51%;850;67.89%;250;19.97%;89;7.11%;10;0.8%;1.252
NORDESTE;29;BA;293160;TEOLANDIA;4;0.52%;13;1.68%;561;72.67%;142;18.39%;41;5.31%;11;1.42%;772
NORDESTE;29;BA;293170;TERRA NOVA;2;0.98%;2;0.98%;144;70.59%;38;18.63%;16;7.84%;2;0.98%;204
NORDESTE;29;BA;293180;TREMEDAL;1;0.46%;7;3.24%;148;68.52%;47;21.76%;11;5.09%;2;0.93%;216
NORDESTE;29;BA;293190;TUCANO;13;0.8%;65;4%;1.105;68%;276;16.98%;132;8.12%;34;2.09%;1.625
NORDESTE;29;BA;293200;UAUA;18;1.37%;60;4.55%;918;69.65%;237;17.98%;80;6.07%;5;0.38%;1.318
NORDESTE;29;BA;293210;UBAIRA;0;-;3;4.11%;38;52.05%;22;30.14%;9;12.33%;1;1.37%;73
NORDESTE;29;BA;293220;UBAITABA;5;2.09%;7;2.93%;160;66.95%;34;14.23%;30;12.55%;3;1.26%;239
NORDESTE;29;BA;293230;UBATA;0;-;0;-;6;85.71%;1;14.29%;0;-;0;-;7
NORDESTE;29;BA;293240;UIBAI;8;0.96%;42;5.05%;580;69.71%;136;16.35%;57;6.85%;9;1.08%;832
NORDESTE;29;BA;293245;UMBURANAS;2;0.19%;38;3.69%;738;71.58%;184;17.85%;62;6.01%;7;0.68%;1.031
NORDESTE;29;BA;293250;UNA;3;0.48%;22;3.5%;403;64.07%;124;19.71%;65;10.33%;12;1.91%;629
NORDESTE;29;BA;293260;URANDI;0;-;0;-;44;62.86%;13;18.57%;11;15.71%;2;2.86%;70
NORDESTE;29;BA;293270;URUCUCA;0;-;4;2.99%;90;67.16%;23;17.16%;12;8.96%;5;3.73%;134
NORDESTE;29;BA;293280;UTINGA;3;0.38%;25;3.15%;532;67%;156;19.65%;60;7.56%;18;2.27%;794
NORDESTE;29;BA;293290;VALENCA;3;1.34%;2;0.89%;127;56.7%;51;22.77%;30;13.39%;11;4.91%;224
NORDESTE;29;BA;293300;VALENTE;2;0.42%;17;3.53%;327;67.98%;94;19.54%;33;6.86%;8;1.66%;481
NORDESTE;29;BA;293305;VARZEA DA ROCA;12;1.94%;17;2.74%;441;71.13%;108;17.42%;34;5.48%;8;1.29%;620
NORDESTE;29;BA;293310;VARZEA DO POCO;3;0.93%;5;1.54%;210;64.81%;73;22.53%;31;9.57%;2;0.62%;324
NORDESTE;29;BA;293315;VARZEA NOVA;2;0.9%;6;2.69%;126;56.5%;58;26.01%;24;10.76%;7;3.14%;223
NORDESTE;29;BA;293317;VARZEDO;2;1.48%;2;1.48%;84;62.22%;32;23.7%;13;9.63%;2;1.48%;135
NORDESTE;29;BA;293320;VERA CRUZ;1;1.32%;1;1.32%;52;68.42%;13;17.11%;9;11.84%;0;-;76
NORDESTE;29;BA;293325;VEREDA;0;-;0;-;16;64%;4;16%;3;12%;2;8%;25
NORDESTE;29;BA;293330;VITORIA DA CONQUISTA;3;0.42%;13;1.81%;396;55.15%;192;26.74%;96;13.37%;18;2.51%;718
NORDESTE;29;BA;293340;WAGNER;0;-;1;1.59%;44;69.84%;12;19.05%;4;6.35%;2;3.17%;63
NORDESTE;29;BA;293345;WANDERLEY;16;2.35%;49;7.2%;480;70.48%;94;13.8%;37;5.43%;5;0.73%;681
NORDESTE;29;BA;293350;WENCESLAU GUIMARAES;8;1.17%;17;2.49%;469;68.67%;122;17.86%;55;8.05%;12;1.76%;683
NORDESTE;29;BA;293360;XIQUE-XIQUE;18;1.44%;44;3.52%;883;70.7%;218;17.45%;69;5.52%;17;1.36%;1.249
TOTAL ESTADO BAHIA;;;;;3.227;1.25%;9.143;3.55%;173.163;67.19%;48.008;18.63%;19.869;7.71%;4.317;1.68%;257.727
NORDESTE;23;CE;230010;ABAIARA;1;1.27%;0;-;41;51.9%;23;29.11%;10;12.66%;4;5.06%;79
NORDESTE;23;CE;230015;ACARAPE;0;-;0;-;52;58.43%;22;24.72%;15;16.85%;0;-;89
NORDESTE;23;CE;230020;ACARAU;6;0.87%;10;1.45%;390;56.36%;186;26.88%;82;11.85%;18;2.6%;692
NORDESTE;23;CE;230030;ACOPIARA;16;1.5%;40;3.75%;695;65.07%;217;20.32%;81;7.58%;19;1.78%;1.068
NORDESTE;23;CE;230040;AIUABA;8;0.78%;27;2.63%;698;68.03%;203;19.79%;78;7.6%;12;1.17%;1.026
NORDESTE;23;CE;230050;ALCANTARAS;0;-;5;2.69%;115;61.83%;42;22.58%;20;10.75%;4;2.15%;186
NORDESTE;23;CE;230060;ALTANEIRA;3;3.03%;3;3.03%;58;58.59%;21;21.21%;12;12.12%;2;2.02%;99
NORDESTE;23;CE;230070;ALTO SANTO;0;-;4;0.82%;260;53.28%;179;36.68%;37;7.58%;8;1.64%;488
NORDESTE;23;CE;230075;AMONTADA;27;1.52%;54;3.03%;1.147;64.37%;378;21.21%;150;8.42%;26;1.46%;1.782
NORDESTE;23;CE;230080;ANTONINA DO NORTE;4;1.19%;18;5.36%;226;67.26%;74;22.02%;12;3.57%;2;0.6%;336
NORDESTE;23;CE;230090;APUIARES;5;0.93%;18;3.35%;358;66.54%;101;18.77%;49;9.11%;7;1.3%;538
NORDESTE;23;CE;230100;AQUIRAZ;20;0.67%;40;1.34%;1.794;59.94%;730;24.39%;338;11.29%;71;2.37%;2.993
NORDESTE;23;CE;230110;ARACATI;18;0.94%;54;2.81%;1.085;56.54%;470;24.49%;229;11.93%;63;3.28%;1.919
NORDESTE;23;CE;230120;ARACOIABA;2;1.08%;10;5.38%;101;54.3%;41;22.04%;27;14.52%;5;2.69%;186
NORDESTE;23;CE;230125;ARARENDA;2;1.24%;3;1.86%;88;54.66%;39;24.22%;21;13.04%;8;4.97%;161
NORDESTE;23;CE;230130;ARARIPE;17;1.32%;38;2.96%;913;71.05%;232;18.05%;78;6.07%;7;0.54%;1.285
NORDESTE;23;CE;230140;ARATUBA;10;1.53%;16;2.45%;418;64.01%;142;21.75%;58;8.88%;9;1.38%;653
NORDESTE;23;CE;230150;ARNEIROZ;1;0.31%;5;1.53%;211;64.53%;77;23.55%;29;8.87%;4;1.22%;327
NORDESTE;23;CE;230160;ASSARE;18;1.19%;57;3.77%;1.076;71.21%;250;16.55%;96;6.35%;14;0.93%;1.511
NORDESTE;23;CE;230170;AURORA;2;0.88%;8;3.54%;125;55.31%;54;23.89%;35;15.49%;2;0.88%;226
NORDESTE;23;CE;230180;BAIXIO;2;2.74%;0;-;42;57.53%;15;20.55%;12;16.44%;2;2.74%;73
NORDESTE;23;CE;230185;BANABUIU;5;1.19%;13;3.1%;249;59.29%;103;24.52%;40;9.52%;10;2.38%;420
NORDESTE;23;CE;230190;BARBALHA;3;0.46%;20;3.06%;380;58.1%;154;23.55%;83;12.69%;14;2.14%;654
NORDESTE;23;CE;230195;BARREIRA;0;-;1;1.35%;36;48.65%;21;28.38%;16;21.62%;0;-;74
NORDESTE;23;CE;230200;BARRO;6;0.94%;31;4.84%;431;67.34%;137;21.41%;30;4.69%;5;0.78%;640
NORDESTE;23;CE;230205;BARROQUINHA;1;0.42%;5;2.1%;132;55.46%;66;27.73%;28;11.76%;6;2.52%;238
NORDESTE;23;CE;230210;BATURITE;12;1.39%;27;3.13%;573;66.32%;181;20.95%;55;6.37%;16;1.85%;864
NORDESTE;23;CE;230220;BEBERIBE;2;1.16%;1;0.58%;77;44.77%;52;30.23%;31;18.02%;9;5.23%;172
NORDESTE;23;CE;230230;BELA CRUZ;0;-;1;0.72%;57;41.3%;38;27.54%;33;23.91%;9;6.52%;138
NORDESTE;23;CE;230240;BOA VIAGEM;3;0.83%;12;3.33%;220;61.11%;89;24.72%;26;7.22%;10;2.78%;360
NORDESTE;23;CE;230250;BREJO SANTO;10;1.18%;29;3.42%;515;60.73%;177;20.87%;91;10.73%;26;3.07%;848
NORDESTE;23;CE;230260;CAMOCIM;25;1.25%;71;3.54%;1.255;62.56%;425;21.19%;199;9.92%;31;1.55%;2.006
NORDESTE;23;CE;230270;CAMPOS SALES;12;1.27%;37;3.92%;610;64.55%;198;20.95%;74;7.83%;14;1.48%;945
NORDESTE;23;CE;230280;CANINDE;14;1.74%;23;2.86%;525;65.38%;158;19.68%;73;9.09%;10;1.25%;803
NORDESTE;23;CE;230290;CAPISTRANO;6;0.83%;19;2.64%;412;57.22%;173;24.03%;94;13.06%;16;2.22%;720
NORDESTE;23;CE;230300;CARIDADE;0;-;0;-;51;53.13%;24;25%;20;20.83%;1;1.04%;96
NORDESTE;23;CE;230310;CARIRE;4;0.81%;20;4.06%;319;64.71%;106;21.5%;41;8.32%;3;0.61%;493
NORDESTE;23;CE;230320;CARIRIACU;4;0.82%;13;2.65%;312;63.67%;109;22.24%;45;9.18%;7;1.43%;490
NORDESTE;23;CE;230330;CARIUS;4;1.06%;12;3.17%;263;69.39%;67;17.68%;29;7.65%;4;1.06%;379
NORDESTE;23;CE;230340;CARNAUBAL;13;1.3%;20;2%;673;67.37%;195;19.52%;79;7.91%;19;1.9%;999
NORDESTE;23;CE;230350;CASCAVEL;3;0.75%;9;2.24%;171;42.64%;103;25.69%;92;22.94%;23;5.74%;401
NORDESTE;23;CE;230360;CATARINA;0;-;2;1.42%;79;56.03%;36;25.53%;22;15.6%;2;1.42%;141
NORDESTE;23;CE;230365;CATUNDA;9;1.61%;18;3.21%;373;66.61%;123;21.96%;32;5.71%;5;0.89%;560
NORDESTE;23;CE;230370;CAUCAIA;21;1.06%;49;2.47%;1.089;54.83%;502;25.28%;257;12.94%;68;3.42%;1.986
NORDESTE;23;CE;230380;CEDRO;1;0.97%;0;-;60;58.25%;30;29.13%;9;8.74%;3;2.91%;103
NORDESTE;23;CE;230390;CHAVAL;5;1.11%;22;4.9%;287;63.92%;97;21.6%;32;7.13%;6;1.34%;449
NORDESTE;23;CE;230393;CHORO;2;0.59%;10;2.96%;209;61.83%;75;22.19%;39;11.54%;3;0.89%;338
NORDESTE;23;CE;230395;CHOROZINHO;9;1.08%;17;2.03%;550;65.79%;167;19.98%;80;9.57%;13;1.56%;836
NORDESTE;23;CE;230400;COREAU;6;1.05%;13;2.27%;354;61.78%;139;24.26%;50;8.73%;11;1.92%;573
NORDESTE;23;CE;230410;CRATEUS;2;0.45%;13;2.94%;270;61.09%;109;24.66%;43;9.73%;5;1.13%;442
NORDESTE;23;CE;230420;CRATO;6;2.28%;14;5.32%;157;59.7%;49;18.63%;28;10.65%;9;3.42%;263
NORDESTE;23;CE;230423;CROATA;8;2.01%;13;3.27%;266;66.83%;75;18.84%;32;8.04%;4;1.01%;398
NORDESTE;23;CE;230425;CRUZ;12;0.84%;36;2.53%;871;61.25%;316;22.22%;167;11.74%;20;1.41%;1.422
NORDESTE;23;CE;230426;DEPUTADO IRAPUAN PINHEIRO;2;0.69%;7;2.43%;188;65.28%;64;22.22%;23;7.99%;4;1.39%;288
NORDESTE;23;CE;230427;ERERE;2;0.92%;7;3.23%;134;61.75%;49;22.58%;22;10.14%;3;1.38%;217
NORDESTE;23;CE;230428;EUSEBIO;12;1.22%;26;2.64%;536;54.42%;235;23.86%;140;14.21%;36;3.65%;985
NORDESTE;23;CE;230430;FARIAS BRITO;1;0.19%;18;3.51%;346;67.45%;88;17.15%;50;9.75%;10;1.95%;513
NORDESTE;23;CE;230435;FORQUILHA;8;0.86%;29;3.1%;666;71.23%;151;16.15%;73;7.81%;8;0.86%;935
NORDESTE;23;CE;230440;FORTALEZA;278;0.65%;1.042;2.45%;24.067;56.51%;9.878;23.19%;5.858;13.76%;1.465;3.44%;42.588
NORDESTE;23;CE;230445;FORTIM;6;0.49%;25;2.04%;696;56.72%;314;25.59%;156;12.71%;30;2.44%;1.227
NORDESTE;23;CE;230450;FRECHEIRINHA;6;1.5%;5;1.25%;276;69%;72;18%;35;8.75%;6;1.5%;400
NORDESTE;23;CE;230460;GENERAL SAMPAIO;1;0.32%;8;2.57%;189;60.77%;75;24.12%;28;9%;10;3.22%;311
NORDESTE;23;CE;230465;GRACA;2;0.34%;16;2.69%;368;61.85%;139;23.36%;64;10.76%;6;1.01%;595
NORDESTE;23;CE;230470;GRANJA;12;1.08%;31;2.8%;726;65.64%;221;19.98%;99;8.95%;17;1.54%;1.106
NORDESTE;23;CE;230480;GRANJEIRO;2;1.43%;2;1.43%;99;70.71%;25;17.86%;9;6.43%;3;2.14%;140
NORDESTE;23;CE;230490;GROAIRAS;3;0.75%;12;3%;272;68%;69;17.25%;39;9.75%;5;1.25%;400
NORDESTE;23;CE;230495;GUAIUBA;5;0.96%;8;1.53%;312;59.66%;124;23.71%;66;12.62%;8;1.53%;523
NORDESTE;23;CE;230500;GUARACIABA DO NORTE;7;0.62%;25;2.21%;748;66.02%;264;23.3%;75;6.62%;14;1.24%;1.133
NORDESTE;23;CE;230510;GUARAMIRANGA;0;-;1;5.88%;6;35.29%;7;41.18%;2;11.76%;1;5.88%;17
NORDESTE;23;CE;230520;HIDROLANDIA;10;1.25%;34;4.26%;535;66.96%;134;16.77%;75;9.39%;11;1.38%;799
NORDESTE;23;CE;230523;HORIZONTE;3;0.39%;13;1.67%;410;52.63%;218;27.98%;95;12.2%;40;5.13%;779
NORDESTE;23;CE;230526;IBARETAMA;5;1.31%;10;2.62%;246;64.4%;76;19.9%;35;9.16%;10;2.62%;382
NORDESTE;23;CE;230530;IBIAPINA;10;1.79%;20;3.58%;375;67.2%;107;19.18%;39;6.99%;7;1.25%;558
NORDESTE;23;CE;230533;IBICUITINGA;4;0.93%;20;4.64%;269;62.41%;97;22.51%;34;7.89%;7;1.62%;431
NORDESTE;23;CE;230535;ICAPUI;0;-;0;-;12;31.58%;12;31.58%;12;31.58%;2;5.26%;38
NORDESTE;23;CE;230540;ICO;2;0.73%;4;1.45%;111;40.36%;94;34.18%;55;20%;9;3.27%;275
NORDESTE;23;CE;230550;IGUATU;40;1.34%;95;3.18%;1.929;64.64%;640;21.45%;229;7.67%;51;1.71%;2.984
NORDESTE;23;CE;230560;INDEPENDENCIA;1;0.62%;0;-;81;50.31%;46;28.57%;23;14.29%;10;6.21%;161
NORDESTE;23;CE;230565;IPAPORANGA;0;-;5;5%;59;59%;27;27%;7;7%;2;2%;100
NORDESTE;23;CE;230570;IPAUMIRIM;0;-;0;-;34;64.15%;8;15.09%;9;16.98%;2;3.77%;53
NORDESTE;23;CE;230580;IPU;30;1.31%;67;2.92%;1.542;67.22%;452;19.7%;173;7.54%;30;1.31%;2.294
NORDESTE;23;CE;230590;IPUEIRAS;3;0.41%;21;2.89%;487;66.99%;152;20.91%;54;7.43%;10;1.38%;727
NORDESTE;23;CE;230600;IRACEMA;4;0.83%;19;3.93%;277;57.35%;123;25.47%;47;9.73%;13;2.69%;483
NORDESTE;23;CE;230610;IRAUCUBA;20;1.01%;52;2.63%;1.362;69%;363;18.39%;145;7.35%;32;1.62%;1.974
NORDESTE;23;CE;230620;ITAICABA;2;0.69%;2;0.69%;155;53.82%;69;23.96%;51;17.71%;9;3.13%;288
NORDESTE;23;CE;230625;ITAITINGA;4;0.57%;8;1.14%;417;59.4%;163;23.22%;88;12.54%;22;3.13%;702
NORDESTE;23;CE;230630;ITAPAGE;2;1.09%;4;2.19%;100;54.64%;49;26.78%;24;13.11%;4;2.19%;183
NORDESTE;23;CE;230640;ITAPIPOCA;12;0.48%;58;2.31%;1.443;57.47%;645;25.69%;290;11.55%;63;2.51%;2.511
NORDESTE;23;CE;230650;ITAPIUNA;0;-;0;-;10;38.46%;11;42.31%;5;19.23%;0;-;26
NORDESTE;23;CE;230655;ITAREMA;17;1.47%;26;2.25%;730;63.09%;254;21.95%;102;8.82%;28;2.42%;1.157
NORDESTE;23;CE;230660;ITATIRA;20;1.53%;39;2.99%;886;67.84%;255;19.53%;95;7.27%;11;0.84%;1.306
NORDESTE;23;CE;230670;JAGUARETAMA;13;1.78%;26;3.56%;453;62.05%;155;21.23%;59;8.08%;24;3.29%;730
NORDESTE;23;CE;230680;JAGUARIBARA;3;0.99%;13;4.29%;174;57.43%;67;22.11%;41;13.53%;5;1.65%;303
NORDESTE;23;CE;230690;JAGUARIBE;5;0.96%;17;3.25%;302;57.74%;118;22.56%;67;12.81%;14;2.68%;523
NORDESTE;23;CE;230700;JAGUARUANA;6;0.73%;19;2.31%;443;53.76%;192;23.3%;130;15.78%;34;4.13%;824
NORDESTE;23;CE;230710;JARDIM;8;0.53%;45;3.01%;1.035;69.14%;304;20.31%;95;6.35%;10;0.67%;1.497
NORDESTE;23;CE;230720;JATI;1;4.76%;0;-;12;57.14%;5;23.81%;3;14.29%;0;-;21
